Model Year,Mfr Name,Division,Carline,Eng Displ,# Cyl,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify.,Carline Class Desc
2019,Nissan,INFINITI,Q70 AWD,3.7,6,18,24,20,Gasoline (Premium Unleaded Required),2250,2250,Midsize Cars
2019,Nissan,INFINITI,Q70 AWD,5.6,8,16,23,18,Gasoline (Premium Unleaded Required),2500,2500,Midsize Cars
2019,Jaguar Land Rover L,Jaguar,XF,2,4,25,34,28,Gasoline (Premium Unleaded Recommended),1600,1600,Midsize Cars
2019,Jaguar Land Rover L,Jaguar,XF,3,6,20,29,23,Gasoline (Premium Unleaded Recommended),1950,1950,Midsize Cars
2019,Jaguar Land Rover L,Jaguar,XF AWD,2,4,23,33,27,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars
2019,Jaguar Land Rover L,Jaguar,XF AWD,3,6,20,28,23,Gasoline (Premium Unleaded Recommended),1950,1950,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Forte,2,4,30,40,34,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Forte,2,4,27,37,31,Gasoline (Regular Unleaded Recommended),1250,1250,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Forte FE,2,4,31,41,35,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Optima Hybrid,2,4,39,45,41,Gasoline (Regular Unleaded Recommended),950,950,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Stinger AWD,2,4,21,29,24,Gasoline (Premium Unleaded Recommended),1900,1900,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Stinger AWD,3.3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2250,2250,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Stinger RWD,2,4,22,29,25,Gasoline (Premium Unleaded Recommended),1800,1800,Midsize Cars
2019,Kia,KIA MOTORS CORPORATION,Stinger RWD,3.3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2250,2250,Midsize Cars
2019,Toyota,LEXUS,ES 300h,2.5,4,43,45,44,Gasoline (Regular Unleaded Recommended),850,850,Midsize Cars
2019,Toyota,LEXUS,ES 350,3.5,6,22,33,26,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars
2019,Toyota,LEXUS,ES 350 F SPORT,3.5,6,22,31,25,Gasoline (Regular Unleaded Recommended),1550,1550,Midsize Cars
2019,Toyota,LEXUS,GS 300,2,4,22,32,26,Gasoline (Premium Unleaded Required),1750,1750,Midsize Cars
2019,Toyota,LEXUS,GS 300 F SPORT,2,4,21,30,24,Gasoline (Premium Unleaded Required),1900,1900,Midsize Cars
2019,Toyota,LEXUS,GS 350,3.5,6,20,28,23,Gasoline (Premium Unleaded Required),1950,1950,Midsize Cars
2019,Toyota,LEXUS,GS 350 AWD,3.5,6,19,26,21,Gasoline (Premium Unleaded Required),2150,2150,Midsize Cars
2019,Toyota,LEXUS,GS 350 F SPORT,3.5,6,19,27,22,Gasoline (Premium Unleaded Required),2050,2050,Midsize Cars
2019,Toyota,LEXUS,LS 500,3.4,6,19,30,23,Gasoline (Premium Unleaded Required),1950,1950,Midsize Cars
2019,Toyota,LEXUS,LS 500 AWD,3.4,6,18,27,21,Gasoline (Premium Unleaded Required),2150,2150,Midsize Cars
2019,Toyota,LEXUS,LS 500h,3.5,6,25,33,28,Gasoline (Premium Unleaded Required),1600,1600,Midsize Cars
2019,Toyota,LEXUS,LS 500h AWD,3.5,6,23,31,26,Gasoline (Premium Unleaded Required),1750,1750,Midsize Cars
2019,Toyota,LEXUS,UX 200,2,4,29,37,33,Gasoline (Regular Unleaded Recommended),1150,1150,Midsize Cars
2019,Ford Motor Company,Lincoln,MKZ AWD,2,4,20,29,23,Gasoline (Regular Unleaded Recommended),1650,1650,Midsize Cars
2019,Ford Motor Company,Lincoln,MKZ AWD,3,6,17,26,20,Gasoline (Regular Unleaded Recommended),1900,1900,Midsize Cars
2019,Ford Motor Company,Lincoln,MKZ FWD,2,4,20,31,24,Gasoline (Regular Unleaded Recommended),1600,1600,Midsize Cars
2019,Ford Motor Company,Lincoln,MKZ FWD,3,6,18,27,21,Gasoline (Regular Unleaded Recommended),1800,1800,Midsize Cars
2019,Ford Motor Company,Lincoln,MKZ HYBRID FWD,2,4,42,39,41,Gasoline (Regular Unleaded Recommended),950,950,Midsize Cars
2019,MAZDA,MAZDA,Mazda3 5-Door 2WD,2.5,4,26,35,30,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,MAZDA,MAZDA,Mazda3 5-Door 2WD,2.5,4,25,35,29,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,MAZDA,MAZDA,Mazda3 5-Door 4WD,2.5,4,24,32,27,Gasoline (Regular Unleaded Recommended),1400,1400,Midsize Cars
2019,MAZDA,MAZDA,MAZDA6,2.5,4,26,35,29,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,MAZDA,MAZDA,MAZDA6,2.5,4,23,31,26,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars
2019,MAZDA,MAZDA,MAZDA6,2.5,4,24,33,27,Gasoline (Regular Unleaded Recommended),1400,1400,Midsize Cars
2019,Mercedes-Benz,Mercedes-Benz,AMG E 63 S 4MATIC,4,8,15,23,18,Gasoline (Premium Unleaded Required),2500,2500,Midsize Cars
2019,Mercedes-Benz,Mercedes-Benz,AMG E53 4MATIC+,3,6,21,28,24,Gasoline (Premium Unleaded Required),1900,1900,Midsize Cars
2019,Mercedes-Benz,Mercedes-Benz,E 300,2,4,21,30,25,Gasoline (Premium Unleaded Required),1800,1800,Midsize Cars
2019,Mercedes-Benz,Mercedes-Benz,E 300 4MATIC,2,4,21,29,24,Gasoline (Premium Unleaded Required),1900,1900,Midsize Cars
2019,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC,3,6,20,28,23,Gasoline (Premium Unleaded Required),1950,1950,Midsize Cars
2019,BMW,Mini,COOPER CLUBMAN,1.5,3,24,32,27,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars
2019,BMW,Mini,COOPER CLUBMAN,1.5,3,24,33,28,Gasoline (Premium Unleaded Recommended),1600,1600,Midsize Cars
2019,BMW,Mini,COOPER CLUBMAN ALL4,1.5,3,23,31,26,Gasoline (Premium Unleaded Recommended),1750,1750,Midsize Cars
2019,BMW,Mini,COOPER CLUBMAN ALL4,1.5,3,22,32,26,Gasoline (Premium Unleaded Recommended),1750,1750,Midsize Cars
2019,BMW,Mini,COOPER COUNTRYMAN,1.5,3,24,32,27,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars
2019,BMW,Mini,COOPER COUNTRYMAN,1.5,3,24,33,28,Gasoline (Premium Unleaded Recommended),1600,1600,Midsize Cars
2019,BMW,Mini,COOPER COUNTRYMAN ALL4,1.5,3,23,30,25,Gasoline (Premium Unleaded Recommended),1800,1800,Midsize Cars
2019,BMW,Mini,COOPER COUNTRYMAN ALL4,1.5,3,22,32,26,Gasoline (Premium Unleaded Recommended),1750,1750,Midsize Cars
2019,BMW,Mini,COOPER S CLUBMAN,2,4,23,32,27,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars
2019,BMW,Mini,COOPER S CLUBMAN,2,4,22,31,25,Gasoline (Premium Unleaded Recommended),1800,1800,Midsize Cars
2019,BMW,Mini,COOPER S CLUBMAN ALL4,2,4,23,31,26,Gasoline (Premium Unleaded Recommended),1750,1750,Midsize Cars
2019,BMW,Mini,COOPER S CLUBMAN ALL4,2,4,21,30,24,Gasoline (Premium Unleaded Recommended),1900,1900,Midsize Cars
2019,BMW,Mini,COOPER S COUNTRYMAN,2,4,23,32,27,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars
2019,BMW,Mini,COOPER S COUNTRYMAN ALL4,2,4,22,31,26,Gasoline (Premium Unleaded Recommended),1750,1750,Midsize Cars
2019,BMW,Mini,COOPER S COUNTRYMAN ALL4,2,4,21,30,24,Gasoline (Premium Unleaded Recommended),1900,1900,Midsize Cars
2019,BMW,Mini,JCW COUNTRYMAN ALL4,2,4,22,30,25,Gasoline (Premium Unleaded Recommended),1800,1800,Midsize Cars
2019,BMW,Mini,JCW COUNTRYMAN ALL4,2,4,21,30,24,Gasoline (Premium Unleaded Recommended),1900,1900,Midsize Cars
2019,BMW,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2,4,23,31,26,Gasoline (Premium Unleaded Recommended),1750,1750,Midsize Cars
2019,BMW,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2,4,21,30,24,Gasoline (Premium Unleaded Recommended),1900,1900,Midsize Cars
2019,Nissan,NISSAN,ALTIMA,2.5,4,28,39,32,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2019,Nissan,NISSAN,ALTIMA AWD,2.5,4,26,36,30,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Nissan,NISSAN,ALTIMA AWD SR/PLATINUM,2.5,4,25,35,29,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Nissan,NISSAN,ALTIMA SR/PLATINUM,2,4,25,34,29,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Nissan,NISSAN,ALTIMA SR/PLATINUM,2.5,4,27,37,31,Gasoline (Regular Unleaded Recommended),1250,1250,Midsize Cars
2019,Nissan,NISSAN,Kicks,1.6,4,31,36,33,Gasoline (Regular Unleaded Recommended),1150,1150,Midsize Cars
2019,Nissan,NISSAN,MAXIMA,3.5,6,20,30,24,Gasoline (Premium Unleaded Recommended),1900,1900,Midsize Cars
2019,Nissan,NISSAN,SENTRA,1.6,4,27,33,29,Gasoline (Premium Unleaded Recommended),1550,1550,Midsize Cars
2019,Nissan,NISSAN,SENTRA,1.8,4,29,37,32,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2019,Nissan,NISSAN,SENTRA,1.8,4,27,35,30,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Nissan,NISSAN,SENTRA NISMO,1.6,4,25,30,27,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars
2019,Nissan,NISSAN,SENTRA NISMO,1.6,4,25,31,27,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars
2019,Subaru,Subaru,IMPREZA 4-Door,2,4,28,38,32,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2019,Subaru,Subaru,IMPREZA 4-Door,2,4,24,32,27,Gasoline (Regular Unleaded Recommended),1400,1400,Midsize Cars
2019,Subaru,Subaru,IMPREZA 4-Door SPORT,2,4,27,36,30,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Subaru,Subaru,IMPREZA 4-Door SPORT,2,4,23,31,26,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars
2019,Subaru,Subaru,LEGACY,2.5,4,25,34,29,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Subaru,Subaru,LEGACY,3.6,6,20,28,23,Gasoline (Regular Unleaded Recommended),1650,1650,Midsize Cars
2019,Toyota,TOYOTA,AVALON,3.5,6,22,31,25,Gasoline (Regular Unleaded Recommended),1550,1550,Midsize Cars
2019,Toyota,TOYOTA,AVALON HYBRID,2.5,4,43,43,43,Gasoline (Regular Unleaded Recommended),900,900,Midsize Cars
2019,Toyota,TOYOTA,AVALON HYBRID XLE,2.5,4,43,44,44,Gasoline (Regular Unleaded Recommended),850,850,Midsize Cars
2019,Toyota,TOYOTA,AVALON XLE,3.5,6,22,32,26,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars
2019,Toyota,TOYOTA,CAMRY,2.5,4,29,41,34,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2019,Toyota,TOYOTA,CAMRY,3.5,6,22,33,26,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars
2019,Toyota,TOYOTA,CAMRY HYBRID LE,2.5,4,51,53,52,Gasoline (Regular Unleaded Recommended),750,750,Midsize Cars
2019,Toyota,TOYOTA,CAMRY HYBRID XLE/SE,2.5,4,44,47,46,Gasoline (Regular Unleaded Recommended),850,850,Midsize Cars
2019,Toyota,TOYOTA,CAMRY LE/SE,2.5,4,28,39,32,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2019,Toyota,TOYOTA,CAMRY XLE/XSE,2.5,4,28,39,32,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2019,Toyota,TOYOTA,CAMRY XSE,3.5,6,22,32,26,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars
2019,Toyota,TOYOTA,COROLLA,1.8,4,28,36,32,Gasoline (Regular Unleaded Recommended),1200,1200,Midsize Cars
2019,Toyota,TOYOTA,COROLLA,1.8,4,28,35,31,Gasoline (Regular Unleaded Recommended),1250,1250,Midsize Cars
2019,Toyota,TOYOTA,COROLLA,1.8,4,27,35,30,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Toyota,TOYOTA,COROLLA LE ECO,1.8,4,30,40,34,Gasoline (Regular Unleaded Recommended),1100,1100,Midsize Cars
2019,Toyota,TOYOTA,COROLLA LE ECO,1.8,4,29,38,33,Gasoline (Regular Unleaded Recommended),1150,1150,Midsize Cars
2019,Toyota,TOYOTA,PRIUS,1.8,4,54,50,52,Gasoline (Regular Unleaded Recommended),750,750,Midsize Cars
2019,Toyota,TOYOTA,PRIUS AWD,1.8,4,52,48,50,Gasoline (Regular Unleaded Recommended),750,750,Midsize Cars
2019,Toyota,TOYOTA,PRIUS Eco,1.8,4,58,53,56,Gasoline (Regular Unleaded Recommended),700,700,Midsize Cars
2019,Volkswagen Group of,Volkswagen,Passat,2,4,25,36,29,Gasoline (Regular Unleaded Recommended),1300,1300,Midsize Cars
2019,Volvo,"Volvo Cars of North America, LLC",S90 AWD,2,4,21,31,25,Gasoline (Premium Unleaded Required),1800,1800,Midsize Cars
2019,Volvo,"Volvo Cars of North America, LLC",S90 AWD,2,4,22,31,26,Gasoline (Premium Unleaded Required),1750,1750,Midsize Cars
2019,Volvo,"Volvo Cars of North America, LLC",S90 FWD,2,4,23,35,27,Gasoline (Premium Unleaded Required),1650,1650,Midsize Cars
2019,Volkswagen Group of,Audi,A8L,3,6,19,27,22,Gasoline (Premium Unleaded Recommended),2050,2050,Large Cars
2019,Volkswagen Group of,Audi,A8L,4,8,15,23,18,Gasoline (Premium Unleaded Recommended),2500,2500,Large Cars
2019,BMW,BMW,330i xDrive Gran Turismo,2,4,23,33,27,Gasoline (Premium Unleaded Recommended),1650,1650,Large Cars
2019,BMW,BMW,340i xDrive Gran Turismo,3,6,20,29,23,Gasoline (Premium Unleaded Recommended),1950,1950,Large Cars
2019,BMW,BMW,640i xDrive Gran Turismo,3,6,20,28,23,Gasoline (Premium Unleaded Recommended),1950,1950,Large Cars
2019,BMW,BMW,740i,3,6,21,29,24,Gasoline (Premium Unleaded Recommended),1900,1900,Large Cars
2019,BMW,BMW,740i xDrive,3,6,20,29,23,Gasoline (Premium Unleaded Recommended),1950,1950,Large Cars
2019,BMW,BMW,750i,4.4,8,18,26,21,Gasoline (Premium Unleaded Recommended),2150,2150,Large Cars
2019,BMW,BMW,750i xDrive,4.4,8,17,25,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,BMW,BMW,Alpina B7 xDrive,4.4,8,17,25,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,BMW,BMW,M760i xDrive,6.6,12,13,20,16,Gasoline (Premium Unleaded Recommended),2800,2800,Large Cars
2019,BMW,BMW,X1 sDrive28i,2,4,23,32,26,Gasoline (Premium Unleaded Recommended),1750,1750,Large Cars
2019,BMW,BMW,X1 xDrive28i,2,4,22,31,25,Gasoline (Premium Unleaded Recommended),1800,1800,Large Cars
2019,General Motors,Cadillac,CT6,2,4,24,34,28,Gasoline (Premium Unleaded Required),1600,1600,Large Cars
2019,General Motors,Cadillac,CT6 AWD,3,6,18,26,21,Gasoline (Premium Unleaded Required),2150,2150,Large Cars
2019,General Motors,Cadillac,CT6 AWD,3.6,6,18,27,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,General Motors,Cadillac,CT6 AWD,4.2,8,14,25,17,Gasoline (Premium Unleaded Required),2650,2650,Large Cars
2019,General Motors,Cadillac,XTS,3.6,6,19,28,22,Gasoline (Regular Unleaded Recommended),1750,1750,Large Cars
2019,General Motors,Cadillac,XTS AWD,3.6,6,17,26,20,Gasoline (Regular Unleaded Recommended),1900,1900,Large Cars
2019,General Motors,Cadillac,XTS AWD,3.6,6,16,23,18,Gasoline (Premium Unleaded Required),2500,2500,Large Cars
2019,General Motors,Chevrolet,IMPALA,2.5,4,22,29,25,Gasoline (Regular Unleaded Recommended),1550,1550,Large Cars
2019,General Motors,Chevrolet,IMPALA,3.6,6,19,28,22,Gasoline (Regular Unleaded Recommended),1750,1750,Large Cars
2019,General Motors,Chevrolet,IMPALA,3.6,6,18,28,22,Gasoline (Regular Unleaded Recommended),1750,1750,Large Cars
2019,FCA US LLC,Chrysler,300,3.6,6,19,30,23,Gasoline (Regular Unleaded Recommended),1650,1650,Large Cars
2019,FCA US LLC,Chrysler,300,3.6,6,19,30,23,Gasoline (Regular Unleaded Recommended),1650,1650,Large Cars
2019,FCA US LLC,Chrysler,300,5.7,8,16,25,19,Gasoline (Mid Grade Unleaded Recommended),2200,2200,Large Cars
2019,FCA US LLC,Chrysler,300 AWD,3.6,6,18,27,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,FCA US LLC,Chrysler,300 AWD,3.6,6,18,27,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,FCA US LLC,Dodge,Charger,3.6,6,19,30,23,Gasoline (Regular Unleaded Recommended),1650,1650,Large Cars
2019,FCA US LLC,Dodge,Charger,3.6,6,19,30,23,Gasoline (Regular Unleaded Recommended),1650,1650,Large Cars
2019,FCA US LLC,Dodge,Charger,5.7,8,16,25,19,Gasoline (Mid Grade Unleaded Recommended),2200,2200,Large Cars
2019,FCA US LLC,Dodge,Charger,6.4,8,15,24,18,Gasoline (Premium Unleaded Recommended),2500,2500,Large Cars
2019,FCA US LLC,Dodge,Charger AWD,3.6,6,18,27,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,FCA US LLC,Dodge,Charger SRT,6.2,8,13,22,16,Gasoline (Premium Unleaded Recommended),2800,2800,Large Cars
2019,Ford Motor Company,Ford,TAURUS AWD,3.5,6,17,24,19,Gasoline (Regular Unleaded Recommended),2000,2000,Large Cars
2019,Ford Motor Company,Ford,TAURUS AWD,3.5,6,16,24,19,Gasoline (Regular Unleaded Recommended),2000,2000,Large Cars
2019,Ford Motor Company,Ford,TAURUS AWD FFV,3.5,6,17,24,19,Gasoline (Regular Unleaded Recommended),2000,2000,Large Cars
2019,Ford Motor Company,Ford,TAURUS FWD,3.5,6,18,26,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,Ford Motor Company,Ford,TAURUS FWD FFV,3.5,6,18,26,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,Hyundai,GENESIS,G80 AWD,3.3,6,17,24,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,Hyundai,GENESIS,G80 AWD,3.8,6,18,24,20,Gasoline (Regular Unleaded Recommended),1900,1900,Large Cars
2019,Hyundai,GENESIS,G80 AWD,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2500,2500,Large Cars
2019,Hyundai,GENESIS,G80 RWD,3.3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,Hyundai,GENESIS,G80 RWD,3.8,6,18,26,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,Hyundai,GENESIS,G80 RWD,5,8,16,24,19,Gasoline (Premium Unleaded Recommended),2350,2350,Large Cars
2019,Hyundai,GENESIS,G90 AWD,3.3,6,17,24,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,Hyundai,GENESIS,G90 AWD,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2500,2500,Large Cars
2019,Hyundai,GENESIS,G90 RWD,3.3,6,17,24,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,Hyundai,GENESIS,G90 RWD,5,8,16,24,19,Gasoline (Premium Unleaded Recommended),2350,2350,Large Cars
2019,Honda,Honda,ACCORD,1.5,4,30,38,33,Gasoline (Regular Unleaded Recommended),1150,1150,Large Cars
2019,Honda,Honda,ACCORD,1.5,4,29,35,31,Gasoline (Regular Unleaded Recommended),1250,1250,Large Cars
2019,Honda,Honda,ACCORD,1.5,4,26,35,30,Gasoline (Regular Unleaded Recommended),1300,1300,Large Cars
2019,Honda,Honda,ACCORD,2,4,23,34,27,Gasoline (Regular Unleaded Recommended),1400,1400,Large Cars
2019,Honda,Honda,ACCORD,2,4,48,48,48,Gasoline (Regular Unleaded Recommended),800,800,Large Cars
2019,Honda,Honda,ACCORD,2,4,22,32,26,Gasoline (Regular Unleaded Recommended),1450,1450,Large Cars
2019,Honda,Honda,CIVIC 5Dr,1.5,4,31,40,34,Gasoline (Regular Unleaded Recommended),1100,1100,Large Cars
2019,Honda,Honda,CIVIC 5Dr,1.5,4,30,36,32,Gasoline (Premium Unleaded Recommended),1400,1400,Large Cars
2019,Honda,Honda,CIVIC 5Dr,1.5,4,29,38,33,Gasoline (Premium Unleaded Recommended),1350,1350,Large Cars
2019,Honda,Honda,CIVIC 5Dr,2,4,22,28,25,Gasoline (Premium Unleaded Recommended),1800,1800,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,1.6,4,25,32,28,Gasoline (Regular Unleaded Recommended),1350,1350,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,1.6,4,23,30,26,Gasoline (Regular Unleaded Recommended),1450,1450,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,2,4,25,32,27,Gasoline (Regular Unleaded Recommended),1400,1400,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq,1.6,4,55,54,55,Gasoline (Regular Unleaded Recommended),700,700,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq Blue,1.6,4,57,59,58,Gasoline (Regular Unleaded Recommended),650,650,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,1.6,4,28,37,31,Gasoline (Regular Unleaded Recommended),1250,1250,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,2,4,23,32,26,Gasoline (Regular Unleaded Recommended),1450,1450,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,2.4,4,25,33,28,Gasoline (Regular Unleaded Recommended),1350,1350,Large Cars
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata SE,2.4,4,26,35,29,Gasoline (Regular Unleaded Recommended),1300,1300,Large Cars
2019,Jaguar Land Rover L,Jaguar,XJ,3,6,18,27,21,Gasoline (Premium Unleaded Recommended),2150,2150,Large Cars
2019,Jaguar Land Rover L,Jaguar,XJ,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2500,2500,Large Cars
2019,Jaguar Land Rover L,Jaguar,XJ AWD,3,6,17,26,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,Jaguar Land Rover L,Jaguar,XJL,3,6,18,27,21,Gasoline (Premium Unleaded Recommended),2150,2150,Large Cars
2019,Jaguar Land Rover L,Jaguar,XJL,5,8,15,23,18,Gasoline (Premium Unleaded Recommended),2500,2500,Large Cars
2019,Jaguar Land Rover L,Jaguar,XJL AWD,3,6,17,25,20,Gasoline (Premium Unleaded Recommended),2250,2250,Large Cars
2019,Kia,KIA MOTORS CORPORATION,Cadenza,3.3,6,20,27,23,Gasoline (Regular Unleaded Recommended),1650,1650,Large Cars
2019,Kia,KIA MOTORS CORPORATION,K900,3.3,6,18,25,21,Gasoline (Premium Unleaded Recommended),2150,2150,Large Cars
2019,Kia,KIA MOTORS CORPORATION,Optima,1.6,4,27,37,31,Gasoline (Regular Unleaded Recommended),1250,1250,Large Cars
2019,Kia,KIA MOTORS CORPORATION,Optima,2,4,21,30,24,Gasoline (Regular Unleaded Recommended),1600,1600,Large Cars
2019,Kia,KIA MOTORS CORPORATION,Optima,2.4,4,24,33,27,Gasoline (Regular Unleaded Recommended),1400,1400,Large Cars
2019,Kia,KIA MOTORS CORPORATION,Optima FE,2.4,4,25,35,29,Gasoline (Regular Unleaded Recommended),1300,1300,Large Cars
2019,Ford Motor Company,Lincoln,CONTINENTAL AWD,2.7,6,17,25,20,Gasoline (Regular Unleaded Recommended),1900,1900,Large Cars
2019,Ford Motor Company,Lincoln,CONTINENTAL AWD,3,6,16,24,19,Gasoline (Regular Unleaded Recommended),2000,2000,Large Cars
2019,Ford Motor Company,Lincoln,CONTINENTAL AWD,3.7,6,16,24,19,Gasoline (Regular Unleaded Recommended),2000,2000,Large Cars
2019,Ford Motor Company,Lincoln,CONTINENTAL COACH,3,6,16,24,19,Gasoline (Regular Unleaded Recommended),2000,2000,Large Cars
2019,Ford Motor Company,Lincoln,CONTINENTAL FWD,2.7,6,18,27,21,Gasoline (Regular Unleaded Recommended),1800,1800,Large Cars
2019,Ford Motor Company,Lincoln,CONTINENTAL FWD,3.7,6,17,26,20,Gasoline (Regular Unleaded Recommended),1900,1900,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC,4,8,17,26,20,Gasoline (Premium Unleaded Required),2250,2250,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,AMG S 65,6,12,13,22,16,Gasoline (Premium Unleaded Required),2800,2800,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,Maybach S 650,6,12,13,21,16,Gasoline (Premium Unleaded Required),2800,2800,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,S 450,3,6,19,28,22,Gasoline (Premium Unleaded Required),2050,2050,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,S 450 4MATIC,3,6,18,28,22,Gasoline (Premium Unleaded Required),2050,2050,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,S 560,4,8,17,27,21,Gasoline (Premium Unleaded Required),2150,2150,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,S 560 4MATIC,4,8,17,27,21,Gasoline (Premium Unleaded Required),2150,2150,Large Cars
2019,Mercedes-Benz,Mercedes-Benz,S 560 4MATIC Maybach,4,8,16,25,19,Gasoline (Premium Unleaded Required),2350,2350,Large Cars
2019,Volkswagen Group of,Volkswagen,Arteon,2,4,22,31,25,Gasoline (Premium Unleaded Recommended),1800,1800,Large Cars
2019,Volkswagen Group of,Volkswagen,Arteon 4Motion,2,4,20,27,23,Gasoline (Premium Unleaded Recommended),1950,1950,Large Cars
2019,General Motors,Chevrolet,C10 SILVERADO 2WD,2.7,4,20,23,21,Gasoline (Regular Unleaded Recommended),1800,1800,Standard Pick-up Trucks 2WD
2019,General Motors,Chevrolet,C10 SILVERADO 2WD,2.7,4,19,22,20,Gasoline (Regular Unleaded Recommended),1900,1900,Standard Pick-up Trucks 2WD
2019,General Motors,Chevrolet,C10 SILVERADO 2WD,4.3,6,16,21,17,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
