Model Year,Mfr Name,Division,Carline,Eng Displ,# Cyl,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify.,Carline Class Desc
2016,Ford Motor Company,Lincoln,MKS AWD,3.5,6,16,24,19,Gasoline (Regular Unleaded Recommended),2350,2350,Large Cars
2016,Ford Motor Company,Lincoln,MKS AWD,3.7,6,17,24,19,Gasoline (Regular Unleaded Recommended),2350,2350,Large Cars
2016,Ford Motor Company,Lincoln,MKS FWD,3.7,6,17,26,20,Gasoline (Regular Unleaded Recommended),2250,2250,Large Cars
2016,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC,5.5,8,15,23,18,Gasoline (Premium Unleaded Required),2750,2750,Large Cars
2016,Mercedes-Benz,Mercedes-Benz,AMG S 65,6,12,13,20,15,Gasoline (Premium Unleaded Required),3300,3300,Large Cars
2016,Mercedes-Benz,Mercedes-Benz,Maybach S 600,6,12,13,20,15,Gasoline (Premium Unleaded Required),3300,3300,Large Cars
2016,Mercedes-Benz,Mercedes-Benz,S 550,4.7,8,17,26,20,Gasoline (Premium Unleaded Required),2500,2500,Large Cars
2016,Mercedes-Benz,Mercedes-Benz,S 550 4MATIC,4.7,8,16,26,19,Gasoline (Premium Unleaded Required),2600,2600,Large Cars
2016,Mercedes-Benz,Mercedes-Benz,S 600,6,12,14,21,16,Gasoline (Premium Unleaded Required),3100,3100,Large Cars
2016,General Motors,Chevrolet,C15 SILVERADO 2WD,4.3,6,18,24,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
2016,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 2WD
2016,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 2WD
2016,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,18,24,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
2016,General Motors,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 2WD
2016,General Motors,Chevrolet,C15 SILVERADO 2WD,6.2,8,15,21,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 2WD
2016,Ford Motor Company,Ford,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,2.7,6,18,24,21,Gasoline (Regular Unleaded Recommended),2150,2150,Standard Pick-up Trucks 2WD
2016,Ford Motor Company,Ford,F150 2WD,2.7,6,19,26,22,Gasoline (Regular Unleaded Recommended),2050,2050,Standard Pick-up Trucks 2WD
2016,Ford Motor Company,Ford,F150 2WD,3.5,6,17,24,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
2016,Ford Motor Company,Ford,F150 2WD FFV,3.5,6,18,25,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
2016,Ford Motor Company,Ford,F150 2WD FFV,5,8,15,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 2WD
2016,Ford Motor Company,Ford,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,3.5,6,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 2WD
2016,Ford Motor Company,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,5,8,14,20,16,Gasoline (Regular Unleaded Recommended),2800,2800,Standard Pick-up Trucks 2WD
2016,General Motors,GMC,C15 SIERRA 2WD,4.3,6,18,24,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
2016,General Motors,GMC,C15 SIERRA 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 2WD
2016,General Motors,GMC,C15 SIERRA 2WD,5.3,8,16,23,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 2WD
2016,General Motors,GMC,C15 SIERRA 2WD,5.3,8,18,24,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
2016,General Motors,GMC,C15 SIERRA 2WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 2WD
2016,General Motors,GMC,C15 SIERRA 2WD,6.2,8,15,21,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 2WD
2016,FCA US LLC,RAM,1500 4X2,3.6,6,17,25,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 2WD
2016,FCA US LLC,RAM,1500 4X2,5.7,8,14,20,16,Gasoline (Mid Grade Unleaded Recommended),2950,2950,Standard Pick-up Trucks 2WD
2016,FCA US LLC,RAM,1500 4X2,5.7,8,15,22,17,Gasoline (Mid Grade Unleaded Recommended),2800,2800,Standard Pick-up Trucks 2WD
2016,FCA US LLC,RAM,1500 HFE 4X2,3.6,6,18,25,21,Gasoline (Regular Unleaded Recommended),2150,2150,Standard Pick-up Trucks 2WD
2016,Toyota,TOYOTA,TUNDRA 2WD,4.6,8,15,19,16,Gasoline (Regular Unleaded Recommended),2800,2800,Standard Pick-up Trucks 2WD
2016,Toyota,TOYOTA,TUNDRA 2WD,5.7,8,13,18,15,Gasoline (Regular Unleaded Recommended),3000,3000,Standard Pick-up Trucks 2WD
2016,Toyota,TOYOTA,TUNDRA 2WD FFV,5.7,8,13,18,15,Gasoline (Regular Unleaded Recommended),3000,3000,Standard Pick-up Trucks 2WD
2016,General Motors,Chevrolet,K15 SILVERADO 4WD,4.3,6,17,22,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 4WD
2016,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 4WD
2016,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 4WD
2016,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,21,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 4WD
2016,General Motors,Chevrolet,K15 SILVERADO 4WD,5.3,8,15,21,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 4WD
2016,General Motors,Chevrolet,K15 SILVERADO 4WD,6.2,8,15,21,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 4WD
2016,Ford Motor Company,Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,2.7,6,18,22,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 4WD
2016,Ford Motor Company,Ford,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,3.5,6,15,20,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 4WD
2016,Ford Motor Company,Ford,F150 4WD,2.7,6,18,23,20,Gasoline (Regular Unleaded Recommended),2250,2250,Standard Pick-up Trucks 4WD
2016,Ford Motor Company,Ford,F150 4WD,3.5,6,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 4WD
2016,Ford Motor Company,Ford,F150 4WD FFV,3.5,6,17,23,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 4WD
2016,Ford Motor Company,Ford,F150 4WD FFV,5,8,15,21,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 4WD
2016,Ford Motor Company,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,5,8,14,19,16,Gasoline (Regular Unleaded Recommended),2800,2800,Standard Pick-up Trucks 4WD
2016,General Motors,GMC,K15 SIERRA 4WD,4.3,6,17,22,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 4WD
2016,General Motors,GMC,K15 SIERRA 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 4WD
2016,General Motors,GMC,K15 SIERRA 4WD,5.3,8,16,22,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 4WD
2016,General Motors,GMC,K15 SIERRA 4WD,5.3,8,16,21,18,Gasoline (Regular Unleaded Recommended),2500,2500,Standard Pick-up Trucks 4WD
2016,General Motors,GMC,K15 SIERRA 4WD,5.3,8,15,21,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 4WD
2016,General Motors,GMC,K15 SIERRA 4WD,6.2,8,15,21,17,Gasoline (Regular Unleaded Recommended),2650,2650,Standard Pick-up Trucks 4WD
2016,FCA US LLC,RAM,1500 4X4,3.6,6,16,23,19,Gasoline (Regular Unleaded Recommended),2350,2350,Standard Pick-up Trucks 4WD
2016,FCA US LLC,RAM,1500 4X4,5.7,8,13,19,15,Gasoline (Mid Grade Unleaded Recommended),3150,3150,Standard Pick-up Trucks 4WD
2016,FCA US LLC,RAM,1500 4X4,5.7,8,15,21,17,Gasoline (Mid Grade Unleaded Recommended),2800,2800,Standard Pick-up Trucks 4WD
2016,Toyota,TOYOTA,TUNDRA 4WD,4.6,8,14,18,16,Gasoline (Regular Unleaded Recommended),2800,2800,Standard Pick-up Trucks 4WD
2016,Toyota,TOYOTA,TUNDRA 4WD,5.7,8,13,17,15,Gasoline (Regular Unleaded Recommended),3000,3000,Standard Pick-up Trucks 4WD
2016,Toyota,TOYOTA,TUNDRA 4WD FFV,5.7,8,13,17,15,Gasoline (Regular Unleaded Recommended),3000,3000,Standard Pick-up Trucks 4WD
2017,Honda,Acura,ILX,2.4,4,25,35,29,Gasoline (Premium Unleaded Recommended),1450,1450,Compact Cars
2017,Honda,Acura,TLX AWD,3.5,6,21,31,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,Honda,Acura,TLX FWD,2.4,4,24,35,28,Gasoline (Premium Unleaded Recommended),1500,1500,Compact Cars
2017,Honda,Acura,TLX FWD,3.5,6,21,34,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,Volkswagen Group of,Audi,A4,2,4,25,33,28,Gasoline (Premium Unleaded Recommended),1500,1500,Compact Cars
2017,Volkswagen Group of,Audi,A4 quattro,2,4,24,31,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2017,Volkswagen Group of,Audi,A4 quattro,2,4,24,33,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2017,Volkswagen Group of,Audi,A4 Ultra,2,4,27,37,31,Gasoline (Premium Unleaded Recommended),1350,1350,Compact Cars
2017,Volkswagen Group of,Audi,Q3,2,4,20,28,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,Volkswagen Group of,Audi,Q3 quattro,2,4,20,28,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,BMW,BMW,320i,2,4,23,35,28,Gasoline (Premium Unleaded Recommended),1500,1500,Compact Cars
2017,BMW,BMW,320i,2,4,23,35,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2017,BMW,BMW,320i xDrive,2,4,23,34,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2017,BMW,BMW,330i,2,4,23,34,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2017,BMW,BMW,330i,2,4,21,32,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,330i xDrive,2,4,23,33,26,Gasoline (Premium Unleaded Recommended),1600,1600,Compact Cars
2017,BMW,BMW,340i,3,6,21,32,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,340i,3,6,19,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,BMW,BMW,340i xDrive,3,6,21,31,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,340i xDrive,3,6,19,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,BMW,BMW,430i Coupe,2,4,23,34,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2017,BMW,BMW,430i Coupe,2,4,21,33,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,430i Gran Coupe,2,4,23,34,27,Gasoline (Premium Unleaded Recommended),1550,1550,Compact Cars
2017,BMW,BMW,430i xDrive Coupe,2,4,23,33,26,Gasoline (Premium Unleaded Recommended),1600,1600,Compact Cars
2017,BMW,BMW,430i xDrive Gran Coupe,2,4,23,33,26,Gasoline (Premium Unleaded Recommended),1600,1600,Compact Cars
2017,BMW,BMW,440i Coupe,3,6,21,32,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,440i Coupe,3,6,19,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,BMW,BMW,440i Gran Coupe,3,6,21,32,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,440i xDrive Coupe,3,6,21,31,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,440i xDrive Coupe,3,6,19,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,BMW,BMW,440i xDrive Gran Coupe,3,6,21,31,25,Gasoline (Premium Unleaded Recommended),1700,1700,Compact Cars
2017,BMW,BMW,640i Gran Coupe,3,6,20,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,BMW,BMW,640i xDrive Gran Coupe,3,6,19,28,22,Gasoline (Premium Unleaded Recommended),1900,1900,Compact Cars
2017,BMW,BMW,650i Gran Coupe,4.4,8,17,24,19,Gasoline (Premium Unleaded Recommended),2200,2200,Compact Cars
2017,BMW,BMW,650i xDrive Gran Coupe,4.4,8,15,24,18,Gasoline (Premium Unleaded Recommended),2350,2350,Compact Cars
2017,BMW,BMW,Alpina B6 xDrive Gran Coupe,4.4,8,15,24,18,Gasoline (Premium Unleaded Recommended),2350,2350,Compact Cars
2017,BMW,BMW,M3,3,6,17,24,19,Gasoline (Premium Unleaded Recommended),2200,2200,Compact Cars
2017,BMW,BMW,M3,3,6,17,26,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2017,BMW,BMW,M4 Coupe,3,6,17,24,19,Gasoline (Premium Unleaded Recommended),2200,2200,Compact Cars
2017,BMW,BMW,M4 Coupe,3,6,17,26,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2017,BMW,BMW,M6 Gran Coupe,4.4,8,14,20,16,Gasoline (Premium Unleaded Recommended),2600,2600,Compact Cars
2017,BMW,BMW,M6 Gran Coupe,4.4,8,15,22,17,Gasoline (Premium Unleaded Recommended),2450,2450,Compact Cars
2017,General Motors,Buick,VERANO,2.4,4,21,31,24,Gasoline (Regular Unleaded Recommended),1550,1550,Compact Cars
2017,General Motors,Cadillac,ATS,2,4,22,31,25,Gasoline (Premium Unleaded Required),1700,1700,Compact Cars
2017,General Motors,Cadillac,ATS,2,4,20,29,23,Gasoline (Premium Unleaded Required),1850,1850,Compact Cars
2017,General Motors,Cadillac,ATS,2.5,4,22,32,26,Gasoline (Regular Unleaded Recommended),1400,1400,Compact Cars
2017,General Motors,Cadillac,ATS,3.6,6,20,30,24,Gasoline (Regular Unleaded Recommended),1550,1550,Compact Cars
2017,General Motors,Cadillac,ATS AWD,2,4,22,30,25,Gasoline (Premium Unleaded Required),1700,1700,Compact Cars
2017,General Motors,Cadillac,ATS AWD,3.6,6,19,27,22,Gasoline (Regular Unleaded Recommended),1650,1650,Compact Cars
2017,General Motors,Cadillac,ATS-V,3.6,6,17,25,20,Gasoline (Premium Unleaded Recommended),2100,2100,Compact Cars
2017,General Motors,Cadillac,ATS-V,3.6,6,16,23,19,Gasoline (Premium Unleaded Required),2200,2200,Compact Cars
2017,General Motors,Chevrolet,CRUZE,1.4,4,30,40,34,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2017,General Motors,Chevrolet,CRUZE,1.4,4,28,39,32,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2017,General Motors,Chevrolet,CRUZE PREMIER,1.4,4,29,39,33,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2017,General Motors,Chevrolet,SONIC,1.4,4,27,36,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,General Motors,Chevrolet,SONIC,1.4,4,28,38,32,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2017,General Motors,Chevrolet,SONIC,1.8,4,24,34,28,Gasoline (Regular Unleaded Recommended),1300,1300,Compact Cars
2017,General Motors,Chevrolet,SONIC,1.8,4,25,33,28,Gasoline (Regular Unleaded Recommended),1300,1300,Compact Cars
2017,Ford Motor Company,Ford,Fiesta ST FWD,1.6,4,26,33,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2017,Ford Motor Company,Ford,FOCUS FWD,1,3,27,38,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Ford Motor Company,Ford,FOCUS FWD,1,3,30,40,34,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2017,Ford Motor Company,Ford,FOCUS FWD,2,4,26,38,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Ford Motor Company,Ford,FOCUS FWD,2,4,26,36,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2017,Ford Motor Company,Ford,FOCUS FWD,2,4,25,34,28,Gasoline (Regular Unleaded Recommended),1300,1300,Compact Cars
2017,Ford Motor Company,Ford,Focus FWD FFV,2,4,26,38,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Ford Motor Company,Ford,Focus FWD FFV,2,4,26,36,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2017,Ford Motor Company,Ford,Focus FWD FFV,2,4,25,34,28,Gasoline (Regular Unleaded Recommended),1300,1300,Compact Cars
2017,Honda,Honda,CIVIC 2Dr,1.5,4,31,40,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2017,Honda,Honda,CIVIC 2Dr,1.5,4,30,41,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2017,Honda,Honda,CIVIC 2Dr,2,4,30,39,34,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2017,Honda,Honda,CIVIC 2Dr,2,4,28,39,32,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2017,Honda,Honda,CIVIC Si 2Dr,1.5,4,28,38,32,Gasoline (Premium Unleaded Recommended),1300,1300,Compact Cars
2017,Hyundai,HYUNDAI MOTOR COMPANY,Accent,1.6,4,26,36,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Hyundai,HYUNDAI MOTOR COMPANY,Accent,1.6,4,27,37,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,28,35,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,26,32,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2017,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,27,34,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,25,33,28,Gasoline (Regular Unleaded Recommended),1300,1300,Compact Cars
2017,Nissan,INFINITI,Q50 HYBRID,3.5,6,27,32,29,Gasoline (Premium Unleaded Required),1450,1450,Compact Cars
2017,Nissan,INFINITI,Q50 HYBRID AWD,3.5,6,26,30,28,Gasoline (Premium Unleaded Required),1500,1500,Compact Cars
2017,Nissan,INFINITI,QX30,2,4,24,33,27,Gasoline (Premium Unleaded Required),1550,1550,Compact Cars
2017,Nissan,INFINITI,QX30 AWD,2,4,21,30,25,Gasoline (Premium Unleaded Required),1700,1700,Compact Cars
2017,Jaguar Land Rover L,Jaguar,XE,2,4,21,30,24,Gasoline (Premium Unleaded Recommended),1750,1750,Compact Cars
2017,Jaguar Land Rover L,Jaguar,XE,3,6,21,30,24,Gasoline (Premium Unleaded Recommended),1750,1750,Compact Cars
2017,Jaguar Land Rover L,Jaguar,XE AWD,3,6,20,29,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,Kia,KIA MOTORS CORPORATION,Forte Koup,1.6,4,25,32,27,Gasoline (Regular Unleaded Recommended),1350,1350,Compact Cars
2017,Kia,KIA MOTORS CORPORATION,Forte Koup,1.6,4,23,30,26,Gasoline (Regular Unleaded Recommended),1400,1400,Compact Cars
2017,Kia,KIA MOTORS CORPORATION,Forte Koup,2,4,25,33,28,Gasoline (Regular Unleaded Recommended),1300,1300,Compact Cars
2017,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,27,36,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,27,36,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Kia,KIA MOTORS CORPORATION,Rio ECO,1.6,4,27,36,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Toyota,LEXUS,CT 200h,1.8,4,43,40,42,Gasoline (Regular Unleaded Recommended),900,900,Compact Cars
2017,Toyota,LEXUS,GS F,5,8,16,24,19,Gasoline (Premium Unleaded Required),2200,2200,Compact Cars
2017,Toyota,LEXUS,IS 200t,2,4,22,32,26,Gasoline (Premium Unleaded Required),1600,1600,Compact Cars
2017,Toyota,LEXUS,IS 300 AWD,3.5,6,19,26,21,Gasoline (Premium Unleaded Required),2000,2000,Compact Cars
2017,Toyota,LEXUS,IS 350,3.5,6,19,28,22,Gasoline (Premium Unleaded Required),1900,1900,Compact Cars
2017,Toyota,LEXUS,IS 350 AWD,3.5,6,19,26,21,Gasoline (Premium Unleaded Required),2000,2000,Compact Cars
2017,MAZDA,MAZDA,CX-3 2WD,2,4,29,34,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,MAZDA,MAZDA,CX-3 4WD,2,4,27,32,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2017,MAZDA,MAZDA,MAZDA2,1.5,4,32,40,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2017,MAZDA,MAZDA,MAZDA2,1.5,4,30,39,34,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2017,MAZDA,MAZDA,MAZDA3 4-Door,2,4,28,37,32,Gasoline (Regular Unleaded Recommended),1150,1150,Compact Cars
2017,MAZDA,MAZDA,MAZDA3 4-Door,2,4,27,37,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,28,37,31,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,27,36,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,25,34,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC,3,6,20,28,23,Gasoline (Premium Unleaded Required),1850,1850,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,AMG C 63,4,8,18,25,21,Gasoline (Premium Unleaded Required),2000,2000,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,AMG C 63 S,4,8,18,24,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,AMG CLA 45 4MATIC,2,4,23,30,26,Gasoline (Premium Unleaded Required),1600,1600,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,AMG CLS 63 S 4MATIC,5.5,8,16,22,18,Gasoline (Premium Unleaded Required),2350,2350,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC (coupe),5.5,8,15,23,18,Gasoline (Premium Unleaded Required),2350,2350,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,C 300,2,4,24,34,28,Gasoline (Premium Unleaded Required),1500,1500,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,2,4,24,31,27,Gasoline (Premium Unleaded Required),1550,1550,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,CLA 250,2,4,24,36,29,Gasoline (Premium Unleaded Required),1450,1450,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,2,4,23,32,27,Gasoline (Premium Unleaded Required),1550,1550,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,2,4,23,32,27,Gasoline (Premium Unleaded Required),1550,1550,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,CLS 550,4.7,8,18,26,21,Gasoline (Premium Unleaded Required),2000,2000,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,CLS 550 4MATIC,4.7,8,17,25,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,S 550 4MATIC (coupe),4.7,8,17,25,20,Gasoline (Premium Unleaded Required),2100,2100,Compact Cars
2017,Mercedes-Benz,Mercedes-Benz,S 65 AMG (coupe),6,12,13,21,16,Gasoline (Premium Unleaded Required),2600,2600,Compact Cars
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,27,34,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,24,33,28,Gasoline (Regular Unleaded Recommended),1300,1300,Compact Cars
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER 4WD,2.4,4,23,30,26,Gasoline (Regular Unleaded Recommended),1400,1400,Compact Cars
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,37,43,39,Gasoline (Regular Unleaded Recommended),950,950,Compact Cars
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,33,41,36,Gasoline (Regular Unleaded Recommended),1000,1000,Compact Cars
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,1.2,3,35,42,37,Gasoline (Regular Unleaded Recommended),1000,1000,Compact Cars
2017,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,1.2,3,33,40,35,Gasoline (Regular Unleaded Recommended),1050,1050,Compact Cars
2017,Nissan,NISSAN,VERSA,1.6,4,26,35,29,Gasoline (Regular Unleaded Recommended),1250,1250,Compact Cars
2017,Nissan,NISSAN,VERSA,1.6,4,31,39,34,Gasoline (Regular Unleaded Recommended),1100,1100,Compact Cars
2017,Nissan,NISSAN,VERSA,1.6,4,27,36,30,Gasoline (Regular Unleaded Recommended),1200,1200,Compact Cars
2017,Subaru,Subaru,WRX,2,4,18,24,21,Gasoline (Premium Unleaded Recommended),2000,2000,Compact Cars
2017,Subaru,Subaru,WRX,2,4,20,27,23,Gasoline (Premium Unleaded Recommended),1850,1850,Compact Cars
2017,Subaru,Subaru,WRX,2.5,4,17,23,19,Gasoline (Premium Unleaded Required),2200,2200,Compact Cars
